transaction_id,transaction_date,Year,Quarter_Name,Month_Number,Month_Name,Week_Number,Day_Number,Day_Name,Week_Type,Time_of_Transaction,Time_Buckets,Hour,Minute,transaction_qty,Order_Size,store_id,store_location,product_id,unit_price,unit_price_clean,total_amount,Spending_Level,product_category,product_type,product_category,product_detail
231,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:13:09,Forenoon,13,13,1,Single,5,Lower Manhattan,60,"3,75",3.75,3.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
232,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:17:30,Forenoon,13,17,1,Single,8,Hell's Kitchen,56,"2,55",2.55,2.55,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Rg
233,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:17:32,Forenoon,13,17,2,Small Order,3,Astoria,55,4,4.00,8.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Lg
234,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:18:34,Forenoon,13,18,2,Small Order,8,Hell's Kitchen,49,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
235,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:19:09,Forenoon,13,19,1,Single,8,Hell's Kitchen,55,4,4.00,4.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Lg
236,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:19:09,Forenoon,13,19,1,Single,8,Hell's Kitchen,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
237,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:19:36,Forenoon,13,19,1,Single,3,Astoria,23,"2,5",2.50,2.50,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Rg
238,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:19:56,Forenoon,13,19,2,Small Order,8,Hell's Kitchen,31,"2,2",2.20,4.40,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Sm
239,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:20:51,Forenoon,13,20,2,Small Order,3,Astoria,35,"3,1",3.10,6.20,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Rg
240,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:21:23,Forenoon,13,21,2,Small Order,3,Astoria,38,"3,75",3.75,7.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte
241,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:22:11,Forenoon,13,22,1,Single,5,Lower Manhattan,23,"2,5",2.50,2.50,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Rg
242,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:22:45,Forenoon,13,22,2,Small Order,3,Astoria,46,"2,5",2.50,5.00,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Rg
243,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:23:54,Forenoon,13,23,2,Small Order,3,Astoria,58,"3,5",3.50,7.00,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Dark chocolate Rg
244,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:24:29,Forenoon,13,24,2,Small Order,5,Lower Manhattan,60,"3,75",3.75,7.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
245,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:30:49,Forenoon,13,30,2,Small Order,5,Lower Manhattan,31,"2,2",2.20,4.40,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Sm
246,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:32:07,Forenoon,13,32,2,Small Order,5,Lower Manhattan,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
247,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:32:34,Forenoon,13,32,1,Single,5,Lower Manhattan,87,3,3.00,3.00,Low,Coffee,Barista Espresso,Drinks/Food,Ouro Brasileiro shot
248,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:34:12,Forenoon,13,34,2,Small Order,3,Astoria,28,2,2.00,4.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Sm
249,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:38:09,Forenoon,13,38,1,Single,8,Hell's Kitchen,27,"3,5",3.50,3.50,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Lg
250,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:38:11,Forenoon,13,38,2,Small Order,8,Hell's Kitchen,40,"3,75",3.75,7.50,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino
251,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:39:41,Forenoon,13,39,1,Single,5,Lower Manhattan,51,3,3.00,3.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Lg
252,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:40:47,Forenoon,13,40,2,Small Order,3,Astoria,54,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
253,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:41:09,Forenoon,13,41,2,Small Order,3,Astoria,42,"2,5",2.50,5.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Rg
254,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:42:10,Forenoon,13,42,1,Single,3,Astoria,43,3,3.00,3.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
255,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:42:49,Forenoon,13,42,1,Single,5,Lower Manhattan,36,"3,75",3.75,3.75,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Lg
256,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:42:58,Forenoon,13,42,1,Single,5,Lower Manhattan,52,"2,5",2.50,2.50,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Rg
257,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:42:58,Forenoon,13,42,1,Single,5,Lower Manhattan,72,"3,25",3.25,3.25,Low,Bakery,Scone,Drinks/Food,Ginger Scone
258,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:43:18,Forenoon,13,43,2,Small Order,3,Astoria,54,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
259,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:43:18,Forenoon,13,43,1,Single,3,Astoria,69,"3,25",3.25,3.25,Low,Bakery,Biscotti,Drinks/Food,Hazelnut Biscotti
260,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:43:41,Forenoon,13,43,2,Small Order,5,Lower Manhattan,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
261,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:44:26,Forenoon,13,44,1,Single,3,Astoria,57,"3,1",3.10,3.10,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Lg
262,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:47:51,Forenoon,13,47,1,Single,8,Hell's Kitchen,40,"3,75",3.75,3.75,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino
263,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:49:03,Forenoon,13,49,2,Small Order,8,Hell's Kitchen,22,2,2.00,4.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Sm
264,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:50:09,Forenoon,13,50,1,Single,5,Lower Manhattan,53,3,3.00,3.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Lg
265,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:50:47,Forenoon,13,50,2,Small Order,8,Hell's Kitchen,54,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Rg
266,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:51:56,Forenoon,13,51,2,Small Order,8,Hell's Kitchen,32,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Rg
267,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:53:04,Forenoon,13,53,2,Small Order,3,Astoria,38,"3,75",3.75,7.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte
268,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:53:31,Forenoon,13,53,1,Single,8,Hell's Kitchen,33,"3,5",3.50,3.50,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Lg
269,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:54:18,Forenoon,13,54,2,Small Order,8,Hell's Kitchen,22,2,2.00,4.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Sm
270,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:55:04,Forenoon,13,55,1,Single,5,Lower Manhattan,42,"2,5",2.50,2.50,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Rg
271,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:55:50,Forenoon,13,55,2,Small Order,8,Hell's Kitchen,45,3,3.00,6.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Lg
272,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:56:15,Forenoon,13,56,2,Small Order,8,Hell's Kitchen,48,"2,5",2.50,5.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Rg
273,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:56:24,Forenoon,13,56,1,Single,8,Hell's Kitchen,53,3,3.00,3.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Lg
274,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:57:34,Forenoon,13,57,2,Small Order,5,Lower Manhattan,27,"3,5",3.50,7.00,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Lg
275,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:57:34,Forenoon,13,57,1,Single,5,Lower Manhattan,71,"3,75",3.75,3.75,Low,Bakery,Pastry,Drinks/Food,Chocolate Croissant
276,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:58:10,Forenoon,13,58,2,Small Order,3,Astoria,46,"2,5",2.50,5.00,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Rg
277,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:58:11,Forenoon,13,58,1,Single,5,Lower Manhattan,34,"2,45",2.45,2.45,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Sm
278,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,13:59:58,Forenoon,13,59,2,Small Order,5,Lower Manhattan,39,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte Rg
279,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:03:34,Forenoon,14,3,2,Small Order,5,Lower Manhattan,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
280,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:03:34,Forenoon,14,3,1,Single,5,Lower Manhattan,69,"3,25",3.25,3.25,Low,Bakery,Biscotti,Drinks/Food,Hazelnut Biscotti
281,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:03:41,Forenoon,14,3,1,Single,3,Astoria,32,3,3.00,3.00,Low,Coffee,Gourmet brewed coffee,Coffee,Ethiopia Rg
282,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:07:12,Forenoon,14,7,2,Small Order,3,Astoria,41,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino Lg
283,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:07:56,Forenoon,14,7,1,Single,3,Astoria,23,"2,5",2.50,2.50,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Rg
284,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:08:03,Forenoon,14,8,1,Single,8,Hell's Kitchen,24,3,3.00,3.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
285,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:08:03,Forenoon,14,8,1,Single,8,Hell's Kitchen,71,"3,75",3.75,3.75,Low,Bakery,Pastry,Drinks/Food,Chocolate Croissant
286,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:11:14,Forenoon,14,11,2,Small Order,8,Hell's Kitchen,60,"3,75",3.75,7.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Rg
287,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:13:28,Forenoon,14,13,2,Small Order,5,Lower Manhattan,57,"3,1",3.10,6.20,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Lg
288,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:19:57,Forenoon,14,19,2,Small Order,5,Lower Manhattan,23,"2,5",2.50,5.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Rg
289,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:20:06,Forenoon,14,20,2,Small Order,3,Astoria,35,"3,1",3.10,6.20,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Rg
290,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:20:08,Forenoon,14,20,2,Small Order,3,Astoria,42,"2,5",2.50,5.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Rg
291,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:22:01,Forenoon,14,22,2,Small Order,8,Hell's Kitchen,49,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
292,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:22:38,Forenoon,14,22,2,Small Order,5,Lower Manhattan,39,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte Rg
293,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:23:28,Forenoon,14,23,1,Single,8,Hell's Kitchen,55,4,4.00,4.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Lg
294,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:23:28,Forenoon,14,23,1,Single,8,Hell's Kitchen,71,"3,75",3.75,3.75,Low,Bakery,Pastry,Drinks/Food,Chocolate Croissant
295,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:24:55,Forenoon,14,24,2,Small Order,3,Astoria,41,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino Lg
296,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:24:55,Forenoon,14,24,1,Single,3,Astoria,79,"3,75",3.75,3.75,Low,Bakery,Scone,Drinks/Food,Jumbo Savory Scone
297,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:25:32,Forenoon,14,25,2,Small Order,3,Astoria,58,"3,5",3.50,7.00,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Dark chocolate Rg
298,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:25:39,Forenoon,14,25,2,Small Order,5,Lower Manhattan,24,3,3.00,6.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
299,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:26:36,Forenoon,14,26,1,Single,8,Hell's Kitchen,61,"4,75",4.75,4.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Lg
300,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:29:05,Forenoon,14,29,2,Small Order,5,Lower Manhattan,45,3,3.00,6.00,Low,Tea,Brewed herbal tea,Tea,Peppermint Lg
301,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:29:50,Forenoon,14,29,2,Small Order,5,Lower Manhattan,49,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,English Breakfast Lg
302,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:29:50,Forenoon,14,29,1,Single,5,Lower Manhattan,78,"4,5",4.50,4.50,Low,Bakery,Scone,Drinks/Food,Scottish Cream Scone 
303,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:30:51,Forenoon,14,30,1,Single,8,Hell's Kitchen,48,"2,5",2.50,2.50,Low,Tea,Brewed Black tea,Tea,English Breakfast Rg
304,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:30:58,Forenoon,14,30,1,Single,5,Lower Manhattan,57,"3,1",3.10,3.10,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Lg
305,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:31:26,Forenoon,14,31,1,Single,5,Lower Manhattan,42,"2,5",2.50,2.50,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Rg
306,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:32:20,Forenoon,14,32,2,Small Order,8,Hell's Kitchen,30,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
307,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:32:42,Forenoon,14,32,2,Small Order,5,Lower Manhattan,41,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino Lg
308,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:32:54,Forenoon,14,32,2,Small Order,8,Hell's Kitchen,39,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte Rg
309,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:35:47,Forenoon,14,35,1,Single,3,Astoria,55,4,4.00,4.00,Low,Tea,Brewed Chai tea,Tea,Morning Sunrise Chai Lg
310,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:36:23,Forenoon,14,36,2,Small Order,3,Astoria,30,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
311,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:36:35,Forenoon,14,36,1,Single,5,Lower Manhattan,57,"3,1",3.10,3.10,Low,Tea,Brewed Chai tea,Tea,Spicy Eye Opener Chai Lg
312,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:37:48,Forenoon,14,37,1,Single,5,Lower Manhattan,44,"2,5",2.50,2.50,Low,Tea,Brewed herbal tea,Tea,Peppermint Rg
313,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:39:06,Forenoon,14,39,1,Single,5,Lower Manhattan,87,3,3.00,3.00,Low,Coffee,Barista Espresso,Drinks/Food,Ouro Brasileiro shot
314,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:39:48,Forenoon,14,39,2,Small Order,8,Hell's Kitchen,34,"2,45",2.45,4.90,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Sm
315,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:42:39,Forenoon,14,42,2,Small Order,5,Lower Manhattan,61,"4,75",4.75,9.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Lg
316,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:43:13,Forenoon,14,43,2,Small Order,3,Astoria,50,"2,5",2.50,5.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Rg
317,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:45:31,Forenoon,14,45,1,Single,3,Astoria,47,3,3.00,3.00,Low,Tea,Brewed Green tea,Tea,Serenity Green Tea Lg
318,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:46:09,Forenoon,14,46,1,Single,8,Hell's Kitchen,48,"2,5",2.50,2.50,Low,Tea,Brewed Black tea,Tea,English Breakfast Rg
319,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:47:29,Forenoon,14,47,1,Single,8,Hell's Kitchen,24,3,3.00,3.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
320,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:47:29,Forenoon,14,47,1,Single,8,Hell's Kitchen,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
321,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:49:49,Forenoon,14,49,2,Small Order,8,Hell's Kitchen,51,3,3.00,6.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Lg
322,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:51:19,Forenoon,14,51,2,Small Order,5,Lower Manhattan,43,3,3.00,6.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
323,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:55:34,Forenoon,14,55,2,Small Order,3,Astoria,34,"2,45",2.45,4.90,Low,Coffee,Premium brewed coffee,Coffee,Jamaican Coffee River Sm
324,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:58:07,Forenoon,14,58,2,Small Order,8,Hell's Kitchen,30,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
325,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,14:58:35,Forenoon,14,58,1,Single,3,Astoria,43,3,3.00,3.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
326,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:02:04,Midday,15,2,2,Small Order,3,Astoria,39,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte Rg
327,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:02:28,Midday,15,2,1,Single,8,Hell's Kitchen,38,"3,75",3.75,3.75,Low,Coffee,Barista Espresso,Drinks/Food,Latte
328,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:06:27,Midday,15,6,2,Small Order,5,Lower Manhattan,25,"2,2",2.20,4.40,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Sm
329,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:08:28,Midday,15,8,2,Small Order,3,Astoria,43,3,3.00,6.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
330,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:09:37,Midday,15,9,1,Single,3,Astoria,22,2,2.00,2.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Sm
331,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:09:54,Midday,15,9,1,Single,8,Hell's Kitchen,61,"4,75",4.75,4.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Lg
332,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:10:10,Midday,15,10,1,Single,5,Lower Manhattan,40,"3,75",3.75,3.75,Low,Coffee,Barista Espresso,Drinks/Food,Cappuccino
333,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:10:10,Midday,15,10,1,Single,5,Lower Manhattan,75,"3,5",3.50,3.50,Low,Bakery,Pastry,Drinks/Food,Croissant
334,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:12:22,Midday,15,12,1,Single,3,Astoria,24,3,3.00,3.00,Low,Coffee,Drip coffee,Coffee,Our Old Time Diner Blend Lg
335,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:12:54,Midday,15,12,2,Small Order,3,Astoria,52,"2,5",2.50,5.00,Low,Tea,Brewed Chai tea,Tea,Traditional Blend Chai Rg
336,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:14:19,Midday,15,14,2,Small Order,3,Astoria,26,3,3.00,6.00,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Rg
337,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:16:37,Midday,15,16,2,Small Order,5,Lower Manhattan,38,"3,75",3.75,7.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte
338,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:18:56,Midday,15,18,1,Single,3,Astoria,61,"4,75",4.75,4.75,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Sustainably Grown Organic Lg
339,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:19:34,Midday,15,19,1,Single,3,Astoria,29,"2,5",2.50,2.50,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Rg
340,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:21:05,Midday,15,21,2,Small Order,8,Hell's Kitchen,30,3,3.00,6.00,Low,Coffee,Gourmet brewed coffee,Coffee,Columbian Medium Roast Lg
341,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:22:11,Midday,15,22,2,Small Order,3,Astoria,39,"4,25",4.25,8.50,Low,Coffee,Barista Espresso,Drinks/Food,Latte Rg
342,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:24:01,Midday,15,24,1,Single,8,Hell's Kitchen,26,3,3.00,3.00,Low,Coffee,Organic brewed coffee,Coffee,Brazilian Rg
343,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:25:09,Midday,15,25,2,Small Order,5,Lower Manhattan,50,"2,5",2.50,5.00,Low,Tea,Brewed Black tea,Tea,Earl Grey Rg
344,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:27:11,Midday,15,27,2,Small Order,3,Astoria,58,"3,5",3.50,7.00,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Dark chocolate Rg
345,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:28:29,Midday,15,28,1,Single,3,Astoria,58,"3,5",3.50,3.50,Low,Drinking Chocolate,Hot chocolate,Drinks/Food,Dark chocolate Rg
346,2023-01-01,2023,Q1,1,Jan 2023,52,1,Sunday,Weekend,15:28:54,Midday,15,28,1,Single,5,Lower Manhattan,43,3,3.00,3.00,Low,Tea,Brewed herbal tea,Tea,Lemon Grass Lg
